sentence,sentiment,topic,processed_ml,processed_phobert
"nếu được thì rút ngắn thời gian học mỗi môn học trong một học kỳ thành 7 tuần 2 buổi tuần hay học theo hình thức "" cuốn chiếu "" các môn học trong một học kỳ .",0,1,"nếu được thì rút ngắn thời_gian học mỗi môn_học trong một học_kỳ thành 7 tuần 2 buổi tuần hay học theo hình_thức "" cuốn_chiếu "" các môn_học trong một học_kỳ .","nếu được thì rút ngắn thời gian học mỗi môn học trong một học kỳ thành 7 tuần 2 buổi tuần hay học theo hình thức "" cuốn chiếu "" các môn học trong một học kỳ ."
thầy đưa nhiều bài tâp !,1,0,thầy đưa nhiều bài tâp !,thầy đưa nhiều bài tâp !
cho nên cái này phải từ giảng viên học hỏi và tham khảo cách giảng dạy của giảng viên khác dạy cùng bộ môn với mình .,0,0,cho_nên cái này phải từ giảng_viên học_hỏi và tham_khảo cách giảng_dạy của giảng_viên khác dạy cùng bộ_môn với mình .,cho nên cái này phải từ giảng viên học hỏi và tham khảo cách giảng dạy của giảng viên khác dạy cùng bộ môn với mình .
"thầy dạy rất nhiệt tình , luôn cố gắng giảng thật chậm và giảng thật kỹ cho chúng em hiểu bài .",2,0,thầy dạy rất nhiệt_tình luôn cố_gắng giảng thật chậm và giảng thật kỹ cho chúng_em hiểu bài .,"thầy dạy rất nhiệt tình , luôn cố gắng giảng thật chậm và giảng thật kỹ cho chúng em hiểu bài ."
mong giáo viên cải thiện cách dạy dễ hiểu hơn .,0,0,mong giáo_viên cải_thiện cách dạy dễ hiểu hơn .,mong giáo viên cải thiện cách dạy dễ hiểu hơn .
"giảng dạy nặng về nói chuyện , ít tập trung vào ngữ pháp , trong khi thi thì toàn ngữ pháp .",0,0,giảng_dạy nặng về nói_chuyện ít tập_trung vào ngữ_pháp trong khi thi thì toàn ngữ_pháp .,"giảng dạy nặng về nói chuyện , ít tập trung vào ngữ pháp , trong khi thi thì toàn ngữ pháp ."
thầy nên giải thích kỹ hơn .,0,0,thầy nên giải_thích kỹ hơn .,thầy nên giải thích kỹ hơn .
sửa bài kỹ càng .,2,0,sửa bài kỹ_càng .,sửa bài kỹ càng .
"giảng dễ hiểu , nhiệt tình trong công tác giảng dạy .",2,0,giảng dễ hiểu nhiệt_tình trong công_tác giảng_dạy .,"giảng dễ hiểu , nhiệt tình trong công tác giảng dạy ."
em thích cách ra đề của thầy .,2,0,em thích cách ra đề của thầy .,em thích cách ra đề của thầy .
thời gian vào lớp đúng giờ .,2,0,thời_gian vào lớp đúng giờ .,thời gian vào lớp đúng giờ .
thầy dạy tích cực .,2,0,thầy dạy tích_cực .,thầy dạy tích cực .
thầy rất nhiệt tình trong việc hướng học sinh đến con đường khoa học .,2,0,thầy rất nhiệt_tình trong việc hướng học_sinh đến con đường khoa_học .,thầy rất nhiệt tình trong việc hướng học sinh đến con đường khoa học .
mọi bài thực hành sinh viên tự đọc hiểu và sự có mặt của giảng viên trên lớp chỉ mang hình thức có mặt .,0,1,mọi bài thực_hành sinh_viên tự đọc hiểu và sự có_mặt của giảng_viên trên lớp chỉ mang hình_thức có_mặt .,mọi bài thực hành sinh viên tự đọc hiểu và sự có mặt của giảng viên trên lớp chỉ mang hình thức có mặt .
"cô rất nhiệt tình trong hoạt động giảng dạy , công bằng trong đánh giá , rất quan tâm đến sinh viên .",2,2,cô rất nhiệt_tình trong hoạt_động giảng_dạy công_bằng trong đánh_giá rất quan_tâm đến sinh_viên .,"cô rất nhiệt tình trong hoạt động giảng dạy , công bằng trong đánh giá , rất quan tâm đến sinh viên ."
thầy dạy khá chi tiết và giải bài tập nhiều .,2,0,thầy dạy khá chi_tiết và giải bài_tập nhiều .,thầy dạy khá chi tiết và giải bài tập nhiều .
mỗi tiết dạy của giảng viên thường là chiếu lên slide để đọc nên trong quá trình giảng dạy khá là chán .,0,0,mỗi tiết dạy của giảng_viên thường là chiếu lên slide để đọc nên trong quá_trình giảng_dạy khá là chán .,mỗi tiết dạy của giảng viên thường là chiếu lên slide để đọc nên trong quá trình giảng dạy khá là chán .
"dạy nhiệt tình , dễ tiếp thu .",2,0,dạy nhiệt_tình dễ tiếp_thu .,"dạy nhiệt tình , dễ tiếp thu ."
cách truyền đạt của cô làm em không hiểu mặc dù cô giảng rất kỹ năng nhưng em cũng không hiểu nổi những gì cô nói .,0,0,cách truyền_đạt của cô làm em không hiểu mặc_dù cô giảng rất kỹ_năng nhưng em cũng không hiểu nổi những gì cô nói .,cách truyền đạt của cô làm em không hiểu mặc dù cô giảng rất kỹ năng nhưng em cũng không hiểu nổi những gì cô nói .
nếu có thể đọc được báo cáo đồ án hay tốt nghiệp của các anh chị khóa trước thì có thể dễ dàng hình dung được yêu cầu của cô .,0,0,nếu có_thể đọc được báo_cáo đồ_án hay tốt_nghiệp của các anh_chị khóa trước thì có_thể dễ_dàng hình_dung được yêu_cầu của cô .,nếu có thể đọc được báo cáo đồ án hay tốt nghiệp của các anh chị khóa trước thì có thể dễ dàng hình dung được yêu cầu của cô .
nhiều slide .,0,1,nhiều slide .,nhiều slide .
nên có thêm trợ giảng để giảm bớt áp lực cho giảng viên .,0,1,nên có thêm trợ_giảng để giảm bớt áp_lực cho giảng_viên .,nên có thêm trợ giảng để giảm bớt áp lực cho giảng viên .
"demo đa dạng , side cập nhật kịp thời , giảng viên hỗ trợ nhanh chóng trên moodle .",2,0,demo đa_dạng side cập_nhật kịp_thời giảng_viên hỗ_trợ nhanh_chóng trên moodle .,"demo đa dạng , side cập nhật kịp thời , giảng viên hỗ trợ nhanh chóng trên moodle ."
trình bày slide bài giảng rõ ràng hơn .,0,3,trình_bày slide bài giảng rõ_ràng hơn .,trình bày slide bài giảng rõ ràng hơn .
cần tăng giờ thực hành để nắm rõ và chắc hơn nội dung của bài học .,0,1,cần tăng giờ thực_hành để nắm rõ và chắc hơn nội_dung của bài_học .,cần tăng giờ thực hành để nắm rõ và chắc hơn nội dung của bài học .
thầy day trực quan dễ hiểu .,2,0,thầy day trực_quan dễ hiểu .,thầy day trực quan dễ hiểu .
thực hành mà dành hơn 80% nói về lý thuyết không đáp ứng yêu cầu sinh viên .,0,1,thực_hành mà dành hơn 80 % nói về lý_thuyết không đáp_ứng yêu_cầu sinh_viên .,thực hành mà dành hơn 80% nói về lý thuyết không đáp ứng yêu cầu sinh viên .
"rất nhiệt tình vì học sinh , luôn nghĩ cho học sinh , luôn đến sớm , giảng dạy hiệu quả .",2,0,rất nhiệt_tình vì học_sinh luôn nghĩ cho học_sinh luôn đến sớm giảng_dạy hiệu_quả .,"rất nhiệt tình vì học sinh , luôn nghĩ cho học sinh , luôn đến sớm , giảng dạy hiệu quả ."
"còn khi cô cho bài tập nhưng lại không giải mẫu , khiến tụi em khó có thể tự làm được .",0,0,còn khi cô cho bài_tập nhưng lại không giải_mẫu khiến tụi em khó có_thể tự làm được .,"còn khi cô cho bài tập nhưng lại không giải mẫu , khiến tụi em khó có thể tự làm được ."
tài liệu nên được cập nhật .,0,1,tài_liệu nên được cập_nhật .,tài liệu nên được cập nhật .
mong được làm việc với thầy nhiều hơn .,1,0,mong được làm_việc với thầy nhiều hơn .,mong được làm việc với thầy nhiều hơn .
"mong thầy dạy bám theo thi nhiều hơn , sửa bài tập trên lớp nhiều hơn .",0,0,mong thầy dạy bám theo thi nhiều hơn sửa bài_tập trên lớp nhiều hơn .,"mong thầy dạy bám theo thi nhiều hơn , sửa bài tập trên lớp nhiều hơn ."
"mong thầy xen kẽ bài tập vào bài giảng lý thuyết , như thế sẽ dễ hiểu bài hơn ạ .",0,0,mong thầy xen_kẽ bài_tập vào bài giảng lý_thuyết như_thế sẽ dễ hiểu bài hơn ạ .,"mong thầy xen kẽ bài tập vào bài giảng lý thuyết , như thế sẽ dễ hiểu bài hơn ạ ."
"giảng viên nhiệt tình , có tâm huyết .",2,0,giảng_viên nhiệt_tình có tâm_huyết .,"giảng viên nhiệt tình , có tâm huyết ."
"tận tình , cách dạy thực tế .",2,0,tận_tình cách dạy thực_tế .,"tận tình , cách dạy thực tế ."
đôi khi nghỉ học không thông báo trước .,0,0,đôi_khi nghỉ học không thông_báo trước .,đôi khi nghỉ học không thông báo trước .
hướng dẫn quá chi tiết .,2,0,hướng_dẫn quá chi_tiết .,hướng dẫn quá chi tiết .
"nhiệt tình , giúp sinh viên luyện nói rất nhiều .",2,0,nhiệt_tình giúp sinh_viên luyện nói rất nhiều .,"nhiệt tình , giúp sinh viên luyện nói rất nhiều ."
cung cấp bài giảng đầy đủ .,2,0,cung_cấp bài giảng đầy_đủ .,cung cấp bài giảng đầy đủ .
đôi khi em nghĩ thầy cho deadline quá trời nhưng nhờ vậy em học được hơn thầy ạ .,0,0,đôi_khi em nghĩ thầy cho deadline quá trời nhưng nhờ vậy em học được hơn thầy ạ .,đôi khi em nghĩ thầy cho deadline quá trời nhưng nhờ vậy em học được hơn thầy ạ .
"phần thực hành , chúng em không được hướng dẫn đủ .",0,1,phần thực_hành chúng_em không được hướng_dẫn đủ .,"phần thực hành , chúng em không được hướng dẫn đủ ."
mong nhà trường sẽ đồng nhất phần thực hành và lý thuyết .,0,1,mong nhà_trường sẽ đồng_nhất phần thực_hành và lý_thuyết .,mong nhà trường sẽ đồng nhất phần thực hành và lý thuyết .
"thường xuyên hỏi về đời sống tình cảm của những bạn nữ , như vậy là không phù hợp với tác phong của một giáo viên .",0,0,thường_xuyên hỏi về đời_sống tình_cảm của những bạn nữ như_vậy là không phù_hợp với tác_phong của một giáo_viên .,"thường xuyên hỏi về đời sống tình cảm của những bạn nữ , như vậy là không phù hợp với tác phong của một giáo viên ."
giảng dạy không rõ ràng còn hàn lâm .,0,0,giảng_dạy không rõ_ràng còn hàn_lâm .,giảng dạy không rõ ràng còn hàn lâm .
"lên lớp đúng giờ , tận tâm với sinh viên .",2,0,lên lớp đúng giờ tận_tâm với sinh_viên .,"lên lớp đúng giờ , tận tâm với sinh viên ."
dạy khá nhanh .,0,0,dạy khá nhanh .,dạy khá nhanh .
học xong em thấy yêu thầy .,2,0,học xong em thấy yêu thầy .,học xong em thấy yêu thầy .
"lên lớp đúng giờ , truyền đạt kiến thức tốt , dễ hiểu , dễ vận dụng .",2,0,lên lớp đúng giờ truyền_đạt kiến_thức tốt dễ hiểu dễ vận_dụng .,"lên lớp đúng giờ , truyền đạt kiến thức tốt , dễ hiểu , dễ vận dụng ."
thầy dạy hay nhiệt huyết kiến thức về chuyên môn rộng .,2,0,thầy dạy hay nhiệt_huyết kiến_thức về chuyên_môn rộng .,thầy dạy hay nhiệt huyết kiến thức về chuyên môn rộng .
phương pháp dạy của thầy chưa hiệu quả .,0,0,phương_pháp dạy của thầy chưa hiệu_quả .,phương pháp dạy của thầy chưa hiệu quả .
không nhiệt tình giải đáp thắc mắc .,0,0,không nhiệt_tình giải_đáp thắc_mắc .,không nhiệt tình giải đáp thắc mắc .
"giảng viên nhiệt tình , sửa lỗi cho sinh viên .",2,0,giảng_viên nhiệt_tình sửa lỗi cho sinh_viên .,"giảng viên nhiệt tình , sửa lỗi cho sinh viên ."
nên sử dụng chức năng của trong courses quản lý môn học để cung cấp tài liệu đầy đủ cho sinh viên .,0,0,nên sử_dụng chức_năng của trong courses quản_lý môn_học để cung_cấp tài_liệu đầy_đủ cho sinh_viên .,nên sử dụng chức năng của trong courses quản lý môn học để cung cấp tài liệu đầy đủ cho sinh viên .
"cung cấp các slide , tài liệu liên quan quá ít .",0,0,cung_cấp các slide tài_liệu liên_quan quá ít .,"cung cấp các slide , tài liệu liên quan quá ít ."
thầy giảng dạy rất kỹ càng .,2,0,thầy giảng_dạy rất kỹ_càng .,thầy giảng dạy rất kỹ càng .
đi đúng giờ .,2,0,đi đúng giờ .,đi đúng giờ .
thi cuối kỳ không đủ thời gian làm bài !,0,1,thi cuối kỳ không đủ thời_gian làm bài !,thi cuối kỳ không đủ thời gian làm bài !
"thầy vui tính , giảng dạy hay , cung cấp nhiều kiến thức quý báu .",2,0,thầy vui tính giảng_dạy hay cung_cấp nhiều kiến_thức quý_báu .,"thầy vui tính , giảng dạy hay , cung cấp nhiều kiến thức quý báu ."
nếu có nghỉ phải được dạy bù lại .,0,0,nếu có nghỉ phải được dạy bù lại .,nếu có nghỉ phải được dạy bù lại .
đặt hiệu suất học tập lên hàng đầu chứ không phải điểm số .,0,1,đặt hiệu_suất học_tập lên hàng_đầu chứ không phải điểm_số .,đặt hiệu suất học tập lên hàng đầu chứ không phải điểm số .
